trip_id,arrival_time,departure_time,stop_id,stop_sequence
271-2@1#530,,,1689,22
271-2@1#530,,,1686,23
271-2@1#530,,,1243,24
271-2@1#530,,,1233,25
271-2@1#530,,,6266,26
271-2@1#530,,,1020,27
271-2@1#530,,,1018,28
271-2@1#530,,,998,29
271-2@1#530,,,6151,30
271-2@1#530,,,982,31
271-2@1#530,,,6095,32
271-2@1#530,,,6096,33
271-2@1#530,,,935,34
271-2@1#530,,,932,35
271-2@1#530,,,934,36
271-2@1#530,,,941,37
271-2@1#530,,,946,38
271-2@1#530,,,940,39
271-2@1#530,,,939,40
271-2@1#530,,,953,41
271-2@1#530,,,955,42
271-2@1#530,,,957,43
271-2@1#530,,,969,44
271-2@1#530,,,6203,45
271-2@1#530,,,1200,46
271-2@1#530,,,5197,47
271-2@1#530,,,1209,48
271-2@1#530,,,1211,49
271-2@1#530,06:09:00,06:09:00,6204,50
271-2@1#613,06:13:00,06:13:00,1650,1
271-2@1#613,,,1629,2
271-2@1#613,,,2072,3
271-2@1#613,,,2075,4
271-2@1#613,,,2069,5
271-2@1#613,,,2068,6
271-2@1#613,,,1796,7
271-2@1#613,,,1795,8
271-2@1#613,,,1791,9
271-2@1#613,,,1789,10
271-2@1#613,,,1790,11
271-2@1#613,,,1781,12
271-2@1#613,,,1787,13
271-2@1#613,,,1785,14
271-2@1#613,,,1783,15
271-2@1#613,,,1711,16
271-2@1#613,,,1715,17
271-2@1#613,,,1720,18
271-2@1#613,,,1717,19
271-2@1#613,,,1695,20
271-2@1#613,,,1735,21
271-2@1#613,,,1689,22
271-2@1#613,,,1686,23
271-2@1#613,,,1243,24
271-2@1#613,,,1233,25
271-2@1#613,,,6266,26
271-2@1#613,,,1020,27
271-2@1#613,,,1018,28
271-2@1#613,,,998,29
271-2@1#613,,,6151,30
271-2@1#613,,,982,31
271-2@1#613,,,6095,32
271-2@1#613,,,6096,33
271-2@1#613,,,935,34
271-2@1#613,,,932,35
271-2@1#613,,,934,36
271-2@1#613,,,941,37
271-2@1#613,,,946,38
271-2@1#613,,,940,39
271-2@1#613,,,939,40
271-2@1#613,,,953,41
271-2@1#613,,,955,42
271-2@1#613,,,957,43
271-2@1#613,,,969,44
271-2@1#613,,,6203,45
271-2@1#613,,,1200,46
271-2@1#613,,,5197,47
271-2@1#613,,,1209,48
271-2@1#613,,,1211,49
271-2@1#613,06:52:00,06:52:00,6204,50
271-2@1#642,06:42:00,06:42:00,1650,1
271-2@1#642,,,1629,2
271-2@1#642,,,2072,3
271-2@1#642,,,2075,4
271-2@1#642,,,2069,5
271-2@1#642,,,2068,6
271-2@1#642,,,1796,7
271-2@1#642,,,1795,8
271-2@1#642,,,1791,9
271-2@1#642,,,1789,10
271-2@1#642,,,1790,11
271-2@1#642,,,1781,12
271-2@1#642,,,1787,13
271-2@1#642,,,1785,14
271-2@1#642,,,1783,15
271-2@1#642,,,1711,16
271-2@1#642,,,1715,17
271-2@1#642,,,1720,18
271-2@1#642,,,1717,19
271-2@1#642,,,1695,20
271-2@1#642,,,1735,21
271-2@1#642,,,1689,22
271-2@1#642,,,1686,23
271-2@1#642,,,1243,24
271-2@1#642,,,1233,25
271-2@1#642,,,6266,26
271-2@1#642,,,1020,27
271-2@1#642,,,1018,28
271-2@1#642,,,998,29
271-2@1#642,,,6151,30
271-2@1#642,,,982,31
271-2@1#642,,,6095,32
271-2@1#642,,,6096,33
271-2@1#642,,,935,34
271-2@1#642,,,932,35
271-2@1#642,,,934,36
271-2@1#642,,,941,37
271-2@1#642,,,946,38
271-2@1#642,,,940,39
271-2@1#642,,,939,40
271-2@1#642,,,953,41
271-2@1#642,,,955,42
271-2@1#642,,,957,43
271-2@1#642,,,969,44
271-2@1#642,,,6203,45
271-2@1#642,,,1200,46
271-2@1#642,,,5197,47
271-2@1#642,,,1209,48
271-2@1#642,,,1211,49
271-2@1#642,07:27:00,07:27:00,6204,50
271-2@1#658,06:58:00,06:58:00,1650,1
271-2@1#658,,,1629,2
271-2@1#658,,,2072,3
271-2@1#658,,,2075,4
271-2@1#658,,,2069,5
271-2@1#658,,,2068,6
271-2@1#658,,,1796,7
271-2@1#658,,,1795,8
271-2@1#658,,,1791,9
271-2@1#658,,,1789,10
271-2@1#658,,,1790,11
271-2@1#658,,,1781,12
271-2@1#658,,,1787,13
271-2@1#658,,,1785,14
271-2@1#658,,,1783,15
271-2@1#658,,,1711,16
271-2@1#658,,,1715,17
271-2@1#658,,,1720,18
271-2@1#658,,,1717,19
271-2@1#658,,,1695,20
271-2@1#658,,,1735,21
271-2@1#658,,,1689,22
271-2@1#658,,,1686,23
271-2@1#658,,,1243,24
271-2@1#658,,,1233,25
271-2@1#658,,,6266,26
271-2@1#658,,,1020,27
271-2@1#658,,,1018,28
271-2@1#658,,,998,29
271-2@1#658,,,6151,30
271-2@1#658,,,982,31
271-2@1#658,,,6095,32
271-2@1#658,,,6096,33
271-2@1#658,,,935,34
271-2@1#658,,,932,35
271-2@1#658,,,934,36
271-2@1#658,,,941,37
271-2@1#658,,,946,38
271-2@1#658,,,940,39
271-2@1#658,,,939,40
271-2@1#658,,,953,41
271-2@1#658,,,955,42
271-2@1#658,,,957,43
271-2@1#658,,,969,44
271-2@1#658,,,6203,45
271-2@1#658,,,1200,46
271-2@1#658,,,5197,47
271-2@1#658,,,1209,48
271-2@1#658,,,1211,49
271-2@1#658,07:43:00,07:43:00,6204,50
271-2@1#710,07:10:00,07:10:00,1650,1
271-2@1#710,,,1629,2
271-2@1#710,,,2072,3
271-2@1#710,,,2075,4
271-2@1#710,,,2069,5
271-2@1#710,,,2068,6
271-2@1#710,,,1796,7
271-2@1#710,,,1795,8
271-2@1#710,,,1791,9
271-2@1#710,,,1789,10
271-2@1#710,,,1790,11
271-2@1#710,,,1781,12
271-2@1#710,,,1787,13
271-2@1#710,,,1785,14
271-2@1#710,,,1783,15
271-2@1#710,,,1711,16
271-2@1#710,,,1715,17
271-2@1#710,,,1720,18
271-2@1#710,,,1717,19
271-2@1#710,,,1695,20
271-2@1#710,,,1735,21
271-2@1#710,,,1689,22
271-2@1#710,,,1686,23
271-2@1#710,,,1243,24
271-2@1#710,,,1233,25
271-2@1#710,,,6266,26
271-2@1#710,,,1020,27
271-2@1#710,,,1018,28
271-2@1#710,,,998,29
271-2@1#710,,,6151,30
271-2@1#710,,,982,31
271-2@1#710,,,6095,32
271-2@1#710,,,6096,33
271-2@1#710,,,935,34
271-2@1#710,,,932,35
271-2@1#710,,,934,36
271-2@1#710,,,941,37
271-2@1#710,,,946,38
271-2@1#710,,,940,39
271-2@1#710,,,939,40
271-2@1#710,,,953,41
271-2@1#710,,,955,42
271-2@1#710,,,957,43
271-2@1#710,,,969,44
271-2@1#710,,,6203,45
271-2@1#710,,,1200,46
271-2@1#710,,,5197,47
271-2@1#710,,,1209,48
271-2@1#710,,,1211,49
271-2@1#710,07:55:00,07:55:00,6204,50
271-2@1#733,07:33:00,07:33:00,1650,1
271-2@1#733,,,1629,2
271-2@1#733,,,2072,3
271-2@1#733,,,2075,4
271-2@1#733,,,2069,5
271-2@1#733,,,2068,6
271-2@1#733,,,1796,7
271-2@1#733,,,1795,8
271-2@1#733,,,1791,9
271-2@1#733,,,1789,10
271-2@1#733,,,1790,11
271-2@1#733,,,1781,12
271-2@1#733,,,1787,13
271-2@1#733,,,1785,14
271-2@1#733,,,1783,15
271-2@1#733,,,1711,16
271-2@1#733,,,1715,17
271-2@1#733,,,1720,18
271-2@1#733,,,1717,19
271-2@1#733,,,1695,20
271-2@1#733,,,1735,21
271-2@1#733,,,1689,22
271-2@1#733,,,1686,23
271-2@1#733,,,1243,24
271-2@1#733,,,1233,25
271-2@1#733,,,6266,26
271-2@1#733,,,1020,27
271-2@1#733,,,1018,28
271-2@1#733,,,998,29
271-2@1#733,,,6151,30
271-2@1#733,,,982,31
271-2@1#733,,,6095,32
271-2@1#733,,,6096,33
271-2@1#733,,,935,34
271-2@1#733,,,932,35
271-2@1#733,,,934,36
271-2@1#733,,,941,37
271-2@1#733,,,946,38
271-2@1#733,,,940,39
271-2@1#733,,,939,40
271-2@1#733,,,953,41
271-2@1#733,,,955,42
271-2@1#733,,,957,43
271-2@1#733,,,969,44
271-2@1#733,,,6203,45
271-2@1#733,,,1200,46
271-2@1#733,,,5197,47
271-2@1#733,,,1209,48
271-2@1#733,,,1211,49
271-2@1#733,08:18:00,08:18:00,6204,50
271-2@1#809,08:09:00,08:09:00,1650,1
271-2@1#809,,,1629,2
271-2@1#809,,,2072,3
271-2@1#809,,,2075,4
271-2@1#809,,,2069,5
271-2@1#809,,,2068,6
271-2@1#809,,,1796,7
271-2@1#809,,,1795,8
271-2@1#809,,,1791,9
271-2@1#809,,,1789,10
271-2@1#809,,,1790,11
271-2@1#809,,,1781,12
271-2@1#809,,,1787,13
271-2@1#809,,,1785,14
271-2@1#809,,,1783,15
271-2@1#809,,,1711,16
271-2@1#809,,,1715,17
271-2@1#809,,,1720,18
271-2@1#809,,,1717,19
271-2@1#809,,,1695,20
271-2@1#809,,,1735,21
271-2@1#809,,,1689,22
271-2@1#809,,,1686,23
271-2@1#809,,,1243,24
271-2@1#809,,,1233,25
271-2@1#809,,,6266,26
271-2@1#809,,,1020,27
271-2@1#809,,,1018,28
271-2@1#809,,,998,29
271-2@1#809,,,6151,30
271-2@1#809,,,982,31
271-2@1#809,,,6095,32
271-2@1#809,,,6096,33
271-2@1#809,,,935,34
271-2@1#809,,,932,35
271-2@1#809,,,934,36
271-2@1#809,,,941,37
271-2@1#809,,,946,38
271-2@1#809,,,940,39
271-2@1#809,,,939,40
271-2@1#809,,,953,41
271-2@1#809,,,955,42
271-2@1#809,,,957,43
271-2@1#809,,,969,44
271-2@1#809,,,6203,45
271-2@1#809,,,1200,46
271-2@1#809,,,5197,47
271-2@1#809,,,1209,48
271-2@1#809,,,1211,49
271-2@1#809,08:54:00,08:54:00,6204,50
271-2@1#824,08:24:00,08:24:00,1650,1
271-2@1#824,,,1629,2
271-2@1#824,,,2072,3
271-2@1#824,,,2075,4
271-2@1#824,,,2069,5
271-2@1#824,,,2068,6
271-2@1#824,,,1796,7
271-2@1#824,,,1795,8
271-2@1#824,,,1791,9
271-2@1#824,,,1789,10
271-2@1#824,,,1790,11
271-2@1#824,,,1781,12
271-2@1#824,,,1787,13
271-2@1#824,,,1785,14
271-2@1#824,,,1783,15
271-2@1#824,,,1711,16
271-2@1#824,,,1715,17
271-2@1#824,,,1720,18
271-2@1#824,,,1717,19
271-2@1#824,,,1695,20
271-2@1#824,,,1735,21
271-2@1#824,,,1689,22
271-2@1#824,,,1686,23
271-2@1#824,,,1243,24
271-2@1#824,,,1233,25
271-2@1#824,,,6266,26
271-2@1#824,,,1020,27
271-2@1#824,,,1018,28
271-2@1#824,,,998,29
271-2@1#824,,,6151,30
271-2@1#824,,,982,31
271-2@1#824,,,6095,32
271-2@1#824,,,6096,33
271-2@1#824,,,935,34
271-2@1#824,,,932,35
271-2@1#824,,,934,36
271-2@1#824,,,941,37
271-2@1#824,,,946,38
271-2@1#824,,,940,39
271-2@1#824,,,939,40
271-2@1#824,,,953,41
271-2@1#824,,,955,42
271-2@1#824,,,957,43
271-2@1#824,,,969,44
271-2@1#824,,,6203,45
271-2@1#824,,,1200,46
271-2@1#824,,,5197,47
271-2@1#824,,,1209,48
271-2@1#824,,,1211,49
271-2@1#824,09:09:00,09:09:00,6204,50
271-2@1#841,08:41:00,08:41:00,1650,1
271-2@1#841,,,1629,2
271-2@1#841,,,2072,3
271-2@1#841,,,2075,4
271-2@1#841,,,2069,5
271-2@1#841,,,2068,6
271-2@1#841,,,1796,7
271-2@1#841,,,1795,8
271-2@1#841,,,1791,9
271-2@1#841,,,1789,10
271-2@1#841,,,1790,11
271-2@1#841,,,1781,12
271-2@1#841,,,1787,13
271-2@1#841,,,1785,14
271-2@1#841,,,1783,15
271-2@1#841,,,1711,16
271-2@1#841,,,1715,17
271-2@1#841,,,1720,18
271-2@1#841,,,1717,19
271-2@1#841,,,1695,20
271-2@1#841,,,1735,21
271-2@1#841,,,1689,22
271-2@1#841,,,1686,23
271-2@1#841,,,1243,24
271-2@1#841,,,1233,25
271-2@1#841,,,6266,26
271-2@1#841,,,1020,27
271-2@1#841,,,1018,28
271-2@1#841,,,998,29
271-2@1#841,,,6151,30
271-2@1#841,,,982,31
271-2@1#841,,,6095,32
271-2@1#841,,,6096,33
271-2@1#841,,,935,34
271-2@1#841,,,932,35
271-2@1#841,,,934,36
271-2@1#841,,,941,37
271-2@1#841,,,946,38
271-2@1#841,,,940,39
271-2@1#841,,,939,40
271-2@1#841,,,953,41
271-2@1#841,,,955,42
271-2@1#841,,,957,43
271-2@1#841,,,969,44
271-2@1#841,,,6203,45
271-2@1#841,,,1200,46
271-2@1#841,,,5197,47
271-2@1#841,,,1209,48
271-2@1#841,,,1211,49
271-2@1#841,09:26:00,09:26:00,6204,50
271-2@1#913,09:13:00,09:13:00,1650,1
271-2@1#913,,,1629,2
271-2@1#913,,,2072,3
271-2@1#913,,,2075,4
271-2@1#913,,,2069,5
271-2@1#913,,,2068,6
271-2@1#913,,,1796,7
271-2@1#913,,,1795,8
271-2@1#913,,,1791,9
271-2@1#913,,,1789,10
271-2@1#913,,,1790,11
271-2@1#913,,,1781,12
271-2@1#913,,,1787,13
271-2@1#913,,,1785,14
271-2@1#913,,,1783,15
271-2@1#913,,,1711,16
271-2@1#913,,,1715,17
271-2@1#913,,,1720,18
271-2@1#913,,,1717,19
271-2@1#913,,,1695,20
271-2@1#913,,,1735,21
271-2@1#913,,,1689,22
271-2@1#913,,,1686,23
271-2@1#913,,,1243,24
271-2@1#913,,,1233,25
271-2@1#913,,,6266,26
271-2@1#913,,,1020,27
271-2@1#913,,,1018,28
271-2@1#913,,,998,29
271-2@1#913,,,6151,30
271-2@1#913,,,982,31
271-2@1#913,,,6095,32
271-2@1#913,,,6096,33
271-2@1#913,,,935,34
271-2@1#913,,,932,35
271-2@1#913,,,934,36
271-2@1#913,,,941,37
271-2@1#913,,,946,38
271-2@1#913,,,940,39
271-2@1#913,,,939,40
271-2@1#913,,,953,41
271-2@1#913,,,955,42
271-2@1#913,,,957,43
271-2@1#913,,,969,44
271-2@1#913,,,6203,45
271-2@1#913,,,1200,46
271-2@1#913,,,5197,47
271-2@1#913,,,1209,48
271-2@1#913,,,1211,49
271-2@1#913,09:58:00,09:58:00,6204,50
271-2@1#934,09:34:00,09:34:00,1650,1
271-2@1#934,,,1629,2
271-2@1#934,,,2072,3
271-2@1#934,,,2075,4
271-2@1#934,,,2069,5
271-2@1#934,,,2068,6
271-2@1#934,,,1796,7
271-2@1#934,,,1795,8
271-2@1#934,,,1791,9
271-2@1#934,,,1789,10
271-2@1#934,,,1790,11
271-2@1#934,,,1781,12
271-2@1#934,,,1787,13
271-2@1#934,,,1785,14
271-2@1#934,,,1783,15
271-2@1#934,,,1711,16
271-2@1#934,,,1715,17
271-2@1#934,,,1720,18
271-2@1#934,,,1717,19
271-2@1#934,,,1695,20
271-2@1#934,,,1735,21
271-2@1#934,,,1689,22
271-2@1#934,,,1686,23
271-2@1#934,,,1243,24
271-2@1#934,,,1233,25
271-2@1#934,,,6266,26
271-2@1#934,,,1020,27
271-2@1#934,,,1018,28
271-2@1#934,,,998,29
271-2@1#934,,,6151,30
271-2@1#934,,,982,31
271-2@1#934,,,6095,32
271-2@1#934,,,6096,33
271-2@1#934,,,935,34
271-2@1#934,,,932,35
271-2@1#934,,,934,36
271-2@1#934,,,941,37
271-2@1#934,,,946,38
271-2@1#934,,,940,39
271-2@1#934,,,939,40
271-2@1#934,,,953,41
271-2@1#934,,,955,42
271-2@1#934,,,957,43
271-2@1#934,,,969,44
271-2@1#934,,,6203,45
271-2@1#934,,,1200,46
271-2@1#934,,,5197,47
271-2@1#934,,,1209,48
271-2@1#934,,,1211,49
271-2@1#934,10:19:00,10:19:00,6204,50
271-2@1#1000,10:00:00,10:00:00,1650,1
271-2@1#1000,,,1629,2
271-2@1#1000,,,2072,3
271-2@1#1000,,,2075,4
271-2@1#1000,,,2069,5
271-2@1#1000,,,2068,6
271-2@1#1000,,,1796,7
271-2@1#1000,,,1795,8
271-2@1#1000,,,1791,9
271-2@1#1000,,,1789,10
271-2@1#1000,,,1790,11
271-2@1#1000,,,1781,12
271-2@1#1000,,,1787,13
271-2@1#1000,,,1785,14
271-2@1#1000,,,1783,15
271-2@1#1000,,,1711,16
271-2@1#1000,,,1715,17
271-2@1#1000,,,1720,18
271-2@1#1000,,,1717,19
271-2@1#1000,,,1695,20
271-2@1#1000,,,1735,21
271-2@1#1000,,,1689,22
271-2@1#1000,,,1686,23
271-2@1#1000,,,1243,24
271-2@1#1000,,,1233,25
271-2@1#1000,,,6266,26
271-2@1#1000,,,1020,27
271-2@1#1000,,,1018,28
271-2@1#1000,,,998,29
271-2@1#1000,,,6151,30
271-2@1#1000,,,982,31
271-2@1#1000,,,6095,32
271-2@1#1000,,,6096,33
271-2@1#1000,,,935,34
271-2@1#1000,,,932,35
271-2@1#1000,,,934,36
271-2@1#1000,,,941,37
271-2@1#1000,,,946,38
271-2@1#1000,,,940,39
271-2@1#1000,,,939,40
271-2@1#1000,,,953,41
271-2@1#1000,,,955,42
271-2@1#1000,,,957,43
271-2@1#1000,,,969,44
271-2@1#1000,,,6203,45
271-2@1#1000,,,1200,46
271-2@1#1000,,,5197,47
271-2@1#1000,,,1209,48
271-2@1#1000,,,1211,49
271-2@1#1000,10:45:00,10:45:00,6204,50
271-2@1#1036,10:36:00,10:36:00,1650,1
271-2@1#1036,,,1629,2
271-2@1#1036,,,2072,3
271-2@1#1036,,,2075,4
271-2@1#1036,,,2069,5
271-2@1#1036,,,2068,6
271-2@1#1036,,,1796,7
271-2@1#1036,,,1795,8
271-2@1#1036,,,1791,9
271-2@1#1036,,,1789,10
271-2@1#1036,,,1790,11
271-2@1#1036,,,1781,12
271-2@1#1036,,,1787,13
271-2@1#1036,,,1785,14
271-2@1#1036,,,1783,15
271-2@1#1036,,,1711,16
271-2@1#1036,,,1715,17
271-2@1#1036,,,1720,18
271-2@1#1036,,,1717,19
271-2@1#1036,,,1695,20
271-2@1#1036,,,1735,21
271-2@1#1036,,,1689,22
271-2@1#1036,,,1686,23
271-2@1#1036,,,1243,24
271-2@1#1036,,,1233,25
271-2@1#1036,,,6266,26
271-2@1#1036,,,1020,27
271-2@1#1036,,,1018,28
271-2@1#1036,,,998,29
271-2@1#1036,,,6151,30
271-2@1#1036,,,982,31
271-2@1#1036,,,6095,32
271-2@1#1036,,,6096,33
271-2@1#1036,,,935,34
271-2@1#1036,,,932,35
271-2@1#1036,,,934,36
271-2@1#1036,,,941,37
271-2@1#1036,,,946,38
271-2@1#1036,,,940,39
271-2@1#1036,,,939,40
271-2@1#1036,,,953,41
271-2@1#1036,,,955,42
271-2@1#1036,,,957,43
271-2@1#1036,,,969,44
271-2@1#1036,,,6203,45
271-2@1#1036,,,1200,46
271-2@1#1036,,,5197,47
271-2@1#1036,,,1209,48
271-2@1#1036,,,1211,49
271-2@1#1036,11:21:00,11:21:00,6204,50
271-2@1#1102,11:02:00,11:02:00,1650,1
271-2@1#1102,,,1629,2
271-2@1#1102,,,2072,3
271-2@1#1102,,,2075,4
271-2@1#1102,,,2069,5
271-2@1#1102,,,2068,6
271-2@1#1102,,,1796,7
271-2@1#1102,,,1795,8
271-2@1#1102,,,1791,9
271-2@1#1102,,,1789,10
271-2@1#1102,,,1790,11
271-2@1#1102,,,1781,12
271-2@1#1102,,,1787,13
271-2@1#1102,,,1785,14
271-2@1#1102,,,1783,15
271-2@1#1102,,,1711,16
271-2@1#1102,,,1715,17
271-2@1#1102,,,1720,18
271-2@1#1102,,,1717,19
271-2@1#1102,,,1695,20
271-2@1#1102,,,1735,21
271-2@1#1102,,,1689,22
271-2@1#1102,,,1686,23
271-2@1#1102,,,1243,24
271-2@1#1102,,,1233,25
271-2@1#1102,,,6266,26
271-2@1#1102,,,1020,27
271-2@1#1102,,,1018,28
271-2@1#1102,,,998,29
271-2@1#1102,,,6151,30
271-2@1#1102,,,982,31
271-2@1#1102,,,6095,32
271-2@1#1102,,,6096,33
271-2@1#1102,,,935,34
271-2@1#1102,,,932,35
271-2@1#1102,,,934,36
271-2@1#1102,,,941,37
271-2@1#1102,,,946,38
271-2@1#1102,,,940,39
271-2@1#1102,,,939,40
271-2@1#1102,,,953,41
271-2@1#1102,,,955,42
271-2@1#1102,,,957,43
271-2@1#1102,,,969,44
271-2@1#1102,,,6203,45
271-2@1#1102,,,1200,46
271-2@1#1102,,,5197,47
271-2@1#1102,,,1209,48
271-2@1#1102,,,1211,49
